Epoch,Train,Val
1,2.572400093,0.98762095
1.99,1.146900058,0.857976973
2.99,0.946799994,0.799730003
3.98,0.812900007,0.773334086
4.98,0.722800016,0.748296797
5.97,0.649299979,0.729291618
6.97,0.58829999,0.717208207
7.96,0.540899992,0.738746285
8.96,0.503499985,0.732961655
9.95,0.465200007,0.729063749
